age,workclass,education,marital-status,occupation,gender,hours-per-week,salary
49,Private,Assoc-voc,Divorced,Craft-repair,Male,40,26127
35,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Male,40,118436
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,46,39958
62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,119940
19,?,Some-college,Never-married,?,Female,40,24521
31,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,45,26179
21,Private,Some-college,Never-married,Handlers-cleaners,Male,30,36666
26,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,25489
53,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,80999
37,Private,Masters,Never-married,Prof-specialty,Female,40,21334
18,Private,11th,Never-married,Sales,Female,15,48310
41,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Male,40,23927
52,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,22138
50,Private,HS-grad,Never-married,Exec-managerial,Male,40,44786
22,Private,Some-college,Married-civ-spouse,Sales,Female,20,26480
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,21449
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,40,86338
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,48,71580
40,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,55,23536
61,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,103139
44,State-gov,Assoc-voc,Separated,Protective-serv,Male,40,25656
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,55,40217
17,Private,11th,Never-married,Exec-managerial,Female,24,27513
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,52,20640
38,Private,Bachelors,Never-married,Prof-specialty,Female,32,20032
34,Private,Masters,Married-civ-spouse,Prof-specialty,Male,43,78780
33,Private,HS-grad,Married-spouse-absent,Adm-clerical,Male,40,20586
41,Private,HS-grad,Never-married,Prof-specialty,Female,40,33466
31,?,Some-college,Never-married,?,Male,40,39274
41,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Female,30,30238
53,Private,Bachelors,Never-married,Exec-managerial,Male,42,45061
41,Private,Some-college,Married-civ-spouse,Tech-support,Male,40,81653
24,Private,HS-grad,Never-married,Craft-repair,Male,40,31580
37,Private,Preschool,Married-civ-spouse,Farming-fishing,Male,40,32949
45,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,29164
62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,60,47041
31,Private,HS-grad,Separated,Exec-managerial,Female,40,31397
55,Private,HS-grad,Married-civ-spouse,Sales,Female,40,111713
36,Federal-gov,Bachelors,Never-married,Prof-specialty,Male,40,26642
22,Private,Bachelors,Never-married,Exec-managerial,Male,50,28610
34,Private,Some-college,Never-married,Adm-clerical,Male,40,103374
27,Private,Bachelors,Never-married,Sales,Male,40,97420
36,Private,Some-college,Divorced,Tech-support,Male,40,41736
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,48,39284
48,State-gov,Bachelors,Separated,Prof-specialty,Female,40,38427
50,Private,HS-grad,Separated,Other-service,Female,45,31641
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,50,105762
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,21205
33,Private,Assoc-acdm,Never-married,Other-service,Female,40,22271
32,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,36,33329
47,Private,HS-grad,Never-married,Other-service,Female,40,29149
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,33024
40,Private,Masters,Divorced,Exec-managerial,Male,50,35710
19,Private,Some-college,Never-married,Other-service,Female,18,46455
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,41537
54,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,40,36234
34,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,40,45013
47,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,45,94288
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,38,75346
68,?,1st-4th,Widowed,?,Female,40,26141
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,55,76158
28,Private,Bachelors,Married-spouse-absent,Sales,Female,50,24024
63,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,60,39602
34,Private,HS-grad,Never-married,Craft-repair,Male,45,46112
53,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,68723
26,State-gov,Some-college,Never-married,Protective-serv,Male,40,43424
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,60,55848
45,Local-gov,Masters,Never-married,Prof-specialty,Female,45,46226
41,Private,Some-college,Married-civ-spouse,Craft-repair,Male,50,24913
57,Private,HS-grad,Widowed,Other-service,Female,42,23056
53,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Male,60,25356
33,Private,Bachelors,Married-civ-spouse,Sales,Male,40,72495
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Female,36,48457
37,Private,10th,Married-civ-spouse,Farming-fishing,Male,40,20666
26,Private,HS-grad,Never-married,Other-service,Female,30,42694
39,Private,Masters,Divorced,Prof-specialty,Female,45,55426
48,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,112106
65,?,Assoc-acdm,Married-civ-spouse,?,Male,40,20896
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,21571
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,30,24357
21,Private,Some-college,Never-married,Other-service,Male,40,32320
55,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,40,70334
62,?,Some-college,Married-civ-spouse,?,Male,40,42572
27,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,70,42281
35,Private,Some-college,Never-married,Other-service,Female,37,25911
18,Private,Some-college,Married-spouse-absent,Adm-clerical,Female,40,48184
18,Private,10th,Never-married,Transport-moving,Male,40,30157
84,?,7th-8th,Widowed,?,Male,3,48817
78,Self-emp-not-inc,HS-grad,Widowed,Exec-managerial,Male,24,47245
23,Private,Bachelors,Never-married,Tech-support,Female,50,40580
35,Private,HS-grad,Never-married,Adm-clerical,Female,40,33743
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,78512
28,Private,HS-grad,Never-married,Craft-repair,Male,40,46553
33,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,40,96692
22,Private,Some-college,Never-married,Prof-specialty,Male,40,20008
80,Private,HS-grad,Widowed,Other-service,Male,15,21806
41,Private,HS-grad,Married-civ-spouse,Sales,Female,20,27866
27,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Male,40,109809
45,Private,Bachelors,Married-civ-spouse,Tech-support,Male,40,81446
52,Private,Bachelors,Married-civ-spouse,Sales,Male,48,80581
48,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,88050
17,Private,10th,Never-married,Adm-clerical,Female,4,21922
60,Private,12th,Divorced,Farming-fishing,Male,40,45711
76,Private,HS-grad,Widowed,Protective-serv,Female,18,38004
22,Private,Some-college,Never-married,Other-service,Female,30,44101
34,Private,HS-grad,Never-married,Craft-repair,Male,45,20344
49,?,HS-grad,Married-civ-spouse,?,Male,70,20874
39,Private,7th-8th,Separated,Other-service,Male,40,42233
40,Private,HS-grad,Never-married,Craft-repair,Female,40,32358
38,?,Some-college,Married-civ-spouse,?,Female,40,27033
52,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,81759
28,State-gov,Assoc-acdm,Never-married,Adm-clerical,Female,40,27210
26,Self-emp-inc,Some-college,Never-married,Sales,Male,40,39055
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,40,63858
41,?,HS-grad,Married-civ-spouse,?,Male,20,32984
41,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,50,84420
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,80,34055
31,Private,Assoc-acdm,Divorced,Prof-specialty,Female,40,44666
34,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Male,50,40878
40,Private,9th,Divorced,Craft-repair,Male,40,41141
29,Private,Bachelors,Never-married,Tech-support,Female,40,24547
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,20237
35,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,40,39047
55,Private,HS-grad,Widowed,Other-service,Female,35,40004
77,Private,Doctorate,Widowed,Exec-managerial,Male,40,40363
59,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Female,20,48119
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,43,59992
56,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,42649
34,Private,11th,Married-civ-spouse,Transport-moving,Male,40,38221
61,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,32602
36,Private,HS-grad,Married-civ-spouse,Sales,Male,40,113977
61,Private,HS-grad,Never-married,Sales,Female,40,44791
25,Self-emp-inc,HS-grad,Divorced,Sales,Male,40,47405
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,37633
56,State-gov,HS-grad,Divorced,Adm-clerical,Female,40,45203
30,State-gov,Bachelors,Divorced,Tech-support,Female,40,37973
53,Local-gov,11th,Married-civ-spouse,Other-service,Male,41,43402
49,Private,7th-8th,Divorced,Other-service,Female,40,43216
33,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Male,99,48525
27,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,80,29979
48,Private,Some-college,Never-married,Exec-managerial,Female,40,37064
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,59537
27,Private,Assoc-acdm,Married-spouse-absent,Craft-repair,Male,50,25522
61,Private,10th,Never-married,Other-service,Female,38,37924
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,40,97306
42,Private,Some-college,Married-civ-spouse,Prof-specialty,Female,25,34744
20,Private,10th,Never-married,Craft-repair,Male,40,20398
22,Private,9th,Never-married,Sales,Female,32,36112
34,Private,7th-8th,Married-civ-spouse,Craft-repair,Female,48,44796
45,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Male,40,65019
26,Private,Masters,Never-married,Prof-specialty,Female,40,28073
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,111209
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,28959
40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Female,55,106852
30,Private,Masters,Married-civ-spouse,Prof-specialty,Male,40,81524
27,Private,Prof-school,Never-married,Prof-specialty,Male,40,20997
24,Private,HS-grad,Never-married,Farming-fishing,Male,25,36687
46,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,45,82729
21,?,Some-college,Never-married,?,Male,35,44703
42,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Male,45,33408
29,Local-gov,Some-college,Divorced,Other-service,Female,24,34616
28,Private,Assoc-voc,Never-married,Other-service,Female,48,32301
44,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Male,54,39200
39,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,50,51854
42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,40,81941
49,Private,10th,Divorced,Exec-managerial,Female,40,45395
37,Private,HS-grad,Never-married,Craft-repair,Female,45,38761
65,Private,HS-grad,Never-married,Adm-clerical,Female,40,25639
35,?,Some-college,Married-civ-spouse,?,Male,40,24629
23,Private,Some-college,Never-married,Farming-fishing,Male,35,46921
48,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,40,44396
19,?,11th,Never-married,?,Male,25,29107
65,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,45,113703
18,Private,HS-grad,Never-married,Handlers-cleaners,Female,20,27965
53,Private,9th,Married-civ-spouse,Transport-moving,Male,40,25712
27,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,40277
46,Private,1st-4th,Divorced,Craft-repair,Male,40,25205
49,Private,Some-college,Married-civ-spouse,Other-service,Male,35,29670
27,State-gov,Bachelors,Never-married,Prof-specialty,Male,40,26921
25,State-gov,Bachelors,Never-married,Tech-support,Male,40,35761
49,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,40,96320
78,?,Some-college,Widowed,?,Male,5,28130
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,119591
72,Private,Masters,Married-civ-spouse,Other-service,Male,12,45404
55,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,50,85756
21,Private,HS-grad,Married-spouse-absent,Adm-clerical,Female,40,46556
41,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,40,66292
30,Private,HS-grad,Separated,Other-service,Male,40,26413
25,?,HS-grad,Never-married,?,Male,40,23175
32,Private,HS-grad,Separated,Craft-repair,Male,53,36020
55,Private,HS-grad,Married-spouse-absent,Craft-repair,Male,40,45315
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,60,70061
43,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,50,91346
51,Private,Some-college,Widowed,Other-service,Female,40,30007
53,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,40,37151
18,?,HS-grad,Never-married,?,Female,15,34386
19,Private,HS-grad,Never-married,Other-service,Male,35,34058
43,Private,Bachelors,Divorced,Prof-specialty,Female,43,60399
48,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,45,73709
23,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,42132
53,Private,Some-college,Married-civ-spouse,Sales,Male,45,51790
22,Private,Some-college,Never-married,Exec-managerial,Male,30,20969
34,Private,Masters,Married-civ-spouse,Prof-specialty,Male,45,20718
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,40,20298
27,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Male,40,36901
76,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,13,73919
35,Private,Some-college,Divorced,Adm-clerical,Female,40,30503
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,72,36720
18,Self-emp-inc,11th,Never-married,Farming-fishing,Male,50,26539
68,Private,HS-grad,Never-married,Other-service,Male,15,46930
22,State-gov,Bachelors,Never-married,Prof-specialty,Male,15,32904
37,Private,7th-8th,Divorced,Sales,Female,44,22949
23,Private,Bachelors,Never-married,Sales,Male,55,30655
41,Private,HS-grad,Divorced,Exec-managerial,Female,40,27636
18,Private,11th,Never-married,Handlers-cleaners,Male,20,47171
36,Private,HS-grad,Divorced,Craft-repair,Male,40,39035
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,65833
26,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,28015
36,Private,HS-grad,Divorced,Machine-op-inspct,Female,32,26976
49,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,34213
72,Private,HS-grad,Widowed,Other-service,Female,28,25458
22,Private,Assoc-acdm,Never-married,Other-service,Female,12,29867
22,Private,HS-grad,Never-married,Sales,Male,55,26868
23,Local-gov,Bachelors,Never-married,Prof-specialty,Female,40,23714
47,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,20933
46,Private,5th-6th,Married-civ-spouse,Other-service,Male,40,39950
25,Private,Bachelors,Never-married,Adm-clerical,Female,40,43373
42,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,34261
45,Self-emp-not-inc,9th,Married-civ-spouse,Transport-moving,Male,40,25067
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,55,97636
63,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,35,27709
21,Private,7th-8th,Never-married,Farming-fishing,Male,36,28843
46,Private,HS-grad,Divorced,Protective-serv,Male,40,27286
21,Private,Assoc-voc,Never-married,Craft-repair,Male,40,25522
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,70,94937
17,Private,11th,Never-married,Sales,Female,20,32858
47,Private,Bachelors,Divorced,Exec-managerial,Male,50,39581
51,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,31702
64,Local-gov,Masters,Widowed,Prof-specialty,Female,40,28993
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,42441
27,Private,HS-grad,Never-married,Adm-clerical,Female,20,36708
21,Private,HS-grad,Never-married,Adm-clerical,Male,40,46444
50,Private,HS-grad,Divorced,Adm-clerical,Female,45,39294
43,Local-gov,Some-college,Divorced,Adm-clerical,Female,20,31475
39,Private,Bachelors,Never-married,Handlers-cleaners,Male,40,30326
20,Private,Some-college,Never-married,Machine-op-inspct,Male,30,28596
42,Private,HS-grad,Married-civ-spouse,Other-service,Female,24,33753
25,Private,Some-college,Never-married,Craft-repair,Male,30,23439
48,Private,Some-college,Divorced,Craft-repair,Male,40,28656
17,Private,10th,Never-married,Farming-fishing,Male,5,32698
26,Self-emp-not-inc,Bachelors,Never-married,Sales,Male,60,81060
58,Private,Masters,Married-civ-spouse,Exec-managerial,Male,46,85277
34,Private,9th,Married-civ-spouse,Machine-op-inspct,Female,40,31495
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,21816
19,Private,Some-college,Never-married,Tech-support,Male,20,45768
27,Private,Bachelors,Never-married,Prof-specialty,Male,40,39133
41,Private,Bachelors,Divorced,Handlers-cleaners,Male,40,31951
17,Local-gov,11th,Never-married,Adm-clerical,Female,30,31496
24,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,22323
39,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,55,61101
72,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,40,33235
52,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,40,57065
30,Private,Assoc-acdm,Never-married,Prof-specialty,Female,53,41624
22,Private,Some-college,Never-married,Sales,Male,35,42663
27,Private,Some-college,Never-married,Craft-repair,Male,45,28305
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,21010
45,Private,Assoc-acdm,Never-married,Farming-fishing,Male,40,20844
59,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,60,22187
23,Private,Some-college,Never-married,Craft-repair,Male,40,71513
55,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Other-service,Female,42,48105
51,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,35,44353
54,?,Bachelors,Married-civ-spouse,?,Male,43,31641
44,?,Some-college,Never-married,?,Male,45,29707
41,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,45,53785
24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,42,40863
54,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,60,43098
38,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,23346
38,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,21,84886
41,Private,Masters,Married-civ-spouse,Exec-managerial,Male,50,72726
34,Private,HS-grad,Married-civ-spouse,Other-service,Male,50,21328
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,32451
33,Private,Assoc-voc,Never-married,Exec-managerial,Female,40,45844
69,?,HS-grad,Married-civ-spouse,?,Male,35,20537
25,Private,HS-grad,Never-married,Other-service,Female,40,43505
30,Private,Preschool,Never-married,Other-service,Male,28,32037
41,Local-gov,HS-grad,Separated,Other-service,Female,40,40502
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,60,38445
22,Local-gov,HS-grad,Divorced,Machine-op-inspct,Male,48,39072
39,Private,Some-college,Divorced,Exec-managerial,Female,15,42258
56,Private,Assoc-voc,Married-civ-spouse,Tech-support,Male,40,63444
37,Private,HS-grad,Divorced,Adm-clerical,Female,40,39589
18,Local-gov,Some-college,Never-married,Other-service,Male,15,39215
29,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Male,40,44647
41,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,41287
43,Local-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Female,40,109546
34,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,93034
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,50,22569
43,State-gov,Masters,Married-civ-spouse,Exec-managerial,Male,50,64392
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,23156
31,Private,Some-college,Married-civ-spouse,Craft-repair,Male,25,33021
35,Federal-gov,Bachelors,Divorced,Prof-specialty,Female,50,103929
36,Private,HS-grad,Separated,Craft-repair,Male,40,39502
67,Private,Masters,Divorced,Adm-clerical,Male,41,44778
36,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,40,33774
26,Private,HS-grad,Never-married,Adm-clerical,Female,40,31048
51,Local-gov,Assoc-acdm,Divorced,Adm-clerical,Female,40,22609
45,Private,Some-college,Married-civ-spouse,Craft-repair,Male,30,21658
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,94478
49,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,9,64436
29,Private,Bachelors,Never-married,Exec-managerial,Female,40,48183
56,Private,HS-grad,Divorced,Other-service,Female,40,28812
42,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,45979
47,Private,Masters,Married-civ-spouse,Adm-clerical,Male,40,39297
35,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,105378
33,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Male,40,27886
26,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Male,40,25879
19,Private,Some-college,Never-married,Handlers-cleaners,Male,35,45535
61,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Male,40,34762
31,Private,11th,Never-married,Exec-managerial,Male,40,48740
66,?,HS-grad,Married-civ-spouse,?,Male,24,25699
21,Private,Some-college,Never-married,Adm-clerical,Female,40,34574
19,Private,Preschool,Never-married,Farming-fishing,Male,50,39846
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,55,37448
43,?,HS-grad,Widowed,?,Male,40,44009
29,Private,HS-grad,Never-married,Craft-repair,Male,35,25289
28,Private,Assoc-voc,Divorced,Craft-repair,Male,60,38237
24,Private,Some-college,Never-married,Handlers-cleaners,Male,45,38684
24,Private,Some-college,Never-married,Sales,Female,12,21413
46,Local-gov,Assoc-acdm,Divorced,Protective-serv,Male,40,36901
24,Private,HS-grad,Never-married,Handlers-cleaners,Male,45,35642
24,Private,Masters,Never-married,Prof-specialty,Male,60,36234
36,State-gov,Bachelors,Divorced,Prof-specialty,Female,40,33133
22,Private,Some-college,Never-married,Adm-clerical,Male,55,40177
46,?,Some-college,Divorced,?,Male,40,69428
68,Local-gov,HS-grad,Widowed,Adm-clerical,Female,33,40253
33,Private,HS-grad,Never-married,Sales,Female,45,29825
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,42,29784
46,State-gov,HS-grad,Divorced,Adm-clerical,Female,38,37555
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,89433
50,Private,Bachelors,Married-spouse-absent,Sales,Female,20,24762
69,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,20,44254
63,?,HS-grad,Married-civ-spouse,?,Male,40,41684
33,Private,Assoc-voc,Divorced,Tech-support,Female,40,47143
22,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,26318
39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,40,68823
39,Private,Some-college,Divorced,Machine-op-inspct,Female,25,48929
29,Self-emp-not-inc,Some-college,Separated,Adm-clerical,Female,50,35596
65,?,HS-grad,Married-civ-spouse,?,Male,20,43551
23,Private,5th-6th,Never-married,Farming-fishing,Male,35,32906
25,Private,9th,Never-married,Adm-clerical,Female,40,34138
61,Private,11th,Married-civ-spouse,Transport-moving,Male,27,20754
50,Private,Assoc-voc,Married-civ-spouse,Sales,Male,50,107697
61,Private,Masters,Married-civ-spouse,Exec-managerial,Male,50,68818
54,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Male,70,63438
41,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,50,25940
38,Private,Some-college,Never-married,Adm-clerical,Female,40,26969
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,60,112096
24,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,45,30420
23,Private,HS-grad,Never-married,Craft-repair,Male,40,42838
67,?,7th-8th,Divorced,?,Male,40,25641
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,40,111397
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,43246
36,Private,HS-grad,Divorced,Tech-support,Female,40,21658
49,Local-gov,HS-grad,Separated,Other-service,Male,40,41742
43,Private,12th,Married-spouse-absent,Sales,Female,25,44274
34,Private,Some-college,Separated,Tech-support,Female,40,44114
38,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,29247
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,45,44412
28,Private,Some-college,Never-married,Sales,Male,40,41524
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,98363
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,41573
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,40,70321
51,Private,HS-grad,Divorced,Sales,Female,45,20234
26,Local-gov,Masters,Never-married,Prof-specialty,Female,40,33688
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,30924
26,Private,Masters,Never-married,Exec-managerial,Male,48,28901
59,?,Masters,Married-civ-spouse,?,Male,50,80864
38,Private,HS-grad,Divorced,Exec-managerial,Female,40,38643
64,Private,7th-8th,Married-civ-spouse,Farming-fishing,Male,40,29938
35,Private,Some-college,Separated,Prof-specialty,Female,45,75371
27,Federal-gov,Some-college,Never-married,Machine-op-inspct,Male,40,33272
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,65,46198
38,Private,7th-8th,Married-civ-spouse,Craft-repair,Male,78,27076
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,48373
37,Local-gov,Assoc-acdm,Divorced,Other-service,Male,60,75511
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,51009
28,Private,HS-grad,Married-civ-spouse,Sales,Male,40,109796
35,State-gov,Doctorate,Never-married,Prof-specialty,Male,55,30453
37,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,32001
47,Self-emp-not-inc,Bachelors,Divorced,Other-service,Female,40,45041
20,Private,Some-college,Never-married,Sales,Female,50,22585
31,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Male,60,30704
18,Private,11th,Never-married,Handlers-cleaners,Male,30,33905
23,Private,10th,Never-married,Sales,Female,20,26403
53,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,38579
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,62923
75,Private,HS-grad,Widowed,Adm-clerical,Female,25,35222
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,56,21293
25,Private,Assoc-voc,Never-married,Craft-repair,Male,40,42449
47,Self-emp-not-inc,HS-grad,Divorced,Other-service,Female,48,34968
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,54136
38,Local-gov,Prof-school,Never-married,Prof-specialty,Male,50,21243
45,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,60,73793
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,20,34916
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,20,31783
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,46,68986
18,Private,11th,Never-married,Other-service,Female,16,43252
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,20505
